kod,vyucujici,role,datum,rocnik,program,text
NAIL025,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,09.01.2025,4. Ročník,Informatika,Dobře udělané úlohy na cvičení
NAIL025,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,06.01.2025,1. Ročník,Computer Science - Artificial Intelligence,"The professor is very engaging, passionate and give insightful detail about the course."
NAIL025,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"Dr. Martin Pilat is close in terms of age to myself so his explanations of the Multi-Objective Optimisation (Moo) resonated with me (and I like to think, with other students too) on an optimal level. But that is not the only reason why it was optimal. Absolute mastery of the subject, and a great passion for it are obvious. One would think that, with Prof. Roman Neruda being most excellent as he is, Dr. Martin Pilat would have a hard time filling those enormous shoes, however reality was totally the opposite. The explanations were precise concise and conveyed all the necessary concepts with masterful simplicity. I would have wished the Moo subject took two consecutive sessions instead of one and more time was given to go deeper (and slightly slower) into NSGA I to III, and MOEAD to name a few. I was also evaluated by Dr. Pilat, the questions really tested one's knowledge of the matter, and the stress-free climat in which the evaluation was conducted allowed me to answer to my optimal ability. The grading I think with respect to how hard I prepared for the exam and what I learned was fair. Dr. Pilat managed to make my first exam in Charles University not only a comfortable matter but surprisingly an enjoyable matter."
NAIL025,,cvičení,15.02.2026,1. Ročník,Informatika - Umělá inteligence,"Cvičení skvěle doplňují přednášky, a to i přes nesynchronizovanost. Možnost vyzkoušet si jednotlivé přístupy je velmi příjemná."
NAIL025,,cvičení,16.02.2025,1. Ročník,Informatika - Umělá inteligence,"Domácí úkoly se mi líbily, ale potřebovaly trochu více času, než jsem předpokládal (nastavení hyperparametrů/operátorů bylo náročné)."
NAIL025,,cvičení,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,Pěkná cvičení. Vhodně pokrývají dané téma.
NAIL025,,cvičení,06.01.2025,1. Ročník,Computer Science - Artificial Intelligence,"Great course, I get to learn a lot from this course."
NAIL025,,cvičení,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"For lack of better words, the practicals were excellent. I understand that initially it was one task per week but that it was agglomerated in a per 2-3 weeks basis. I also understand that the course is moving towards agglomerating the tasks perhaps semester-wise. I strongly advise against that, I found that 3 weeks is optimal as a basis was optimal. I have made the experience of a semester-wise assignment, and it wasn't ideal, a student can quickly get lost. I understand that it is the responsibility of the student to keep track of their assignments but with so many course with different deadlines, prioritisation makes the further deadline always receive the least attention."
NAIL025,,cvičení,06.02.2024,1. Ročník,Informatika - Umělá inteligence,"Cvika byly super, jen škoda, že toho občas bylo celkem málo k probrání. Možná by pomohla nějaká motivace, aby člověk rovnou začal programovat. Přiznám se, že mě trochu mátly úkoly, co se odevzdávaly naráz, protože jsem nějak měl pocit, že na tom do tý doby nemůžu pracovat (což byla chyba, určitě je super začít hned)."
NAIL025,,cvičení,16.01.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Oceňuji dostupnost materiálů na Moodle, připravené šablony i zadání úloh, vše bylo velmi kvalitní. Úkoly přiměřeně obtížné."
NAIL025,,cvičení,11.01.2024,2. ročník,Informatika - Umělá inteligence,"Skvělé cvičení - možná ho v průběhu semestru tak neoceníte, ale díky němu je zkouška nejvíc v pohodě, protože jste si skoro všechny probrané věci prakticky vyzkoušeli, takže přesně víte, jak co funguje."
NAIL025,,přednáška,15.02.2026,1. Ročník,Informatika - Umělá inteligence,Předmět působí jako kvalitní shrnutí problematiky evolučních algoritmů.
NAIL025,,přednáška,15.02.2026,1. Ročník,Computer Science - Artificial Intelligence,Interesting topics and the practicals are very aligned with what we are doing during the lectures
NAIL025,,přednáška,08.02.2026,3. ročník,Informatika,"Zaujímavý predmet, odprezentovaný veľký rozsah tém a prístupov k nim."
NAIL025,,přednáška,06.01.2026,1. ročník,Informatika - Umělá inteligence,"Velmi zajímavý a zárove%n zábavný předmět. Je skvělé si vše vyzkoušet v úkolech, které jsou velmi dobře zpracovány."
NAIL025,,přednáška,16.02.2025,1. ročník,Informatika - Umělá inteligence,"Přednášky byly výborné, trochu minimalistické slidy, ale pohoda."
NAIL025,,přednáška,16.02.2025,2. ročník,Informatika - Umělá inteligence,"Skvělý předmět, Neruda s Pilátem nikdy nezklamou!"
NAIL025,,přednáška,02.02.2025,1. ročník,Informatika - Umělá inteligence,Prednáška bola fajn. Všetko na dalo pochopiť a celkovo to bola zábava.
NAIL025,,přednáška,09.01.2025,4. Ročník,Informatika,"Většina obsahu se opakuje z předmětu Přírodou inspirované algoritmy, který je pro Bc. z umělé inteligence povinně volitelný a je spíš těžší se mu vyhnout."
NAIL025,,přednáška,09.01.2025,3. Ročník,Informatika,Zajímavý předmět
NAIL025,,přednáška,06.01.2025,1. Ročník,Computer Science - Artificial Intelligence,"Excellent course, I get to learn a lot from this course."
NAIL025,,přednáška,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"One can quickly find all sorts of words and superlatives to embellish something as mundane and normal as a class. However, when describing something beyond that, language becomes more of a handicap, and words are never fair or enough. Including the word 'Perfect'. Cleverly organised, which shows the author's passion about the subject, the entire course is staged seamlessly from a chapter to the next. Starting from the simple genetic algorithm the concepts grow (somewhat chronologically, but not only) in complexity and breadth, both in terms of techniques as well as dimensions, yet the simplicity with which these concepts are explained and conveyed is delightful and they stick easily in memory. I found everything interesting even Evolutionary Programming even though it is a most complicated topic."
NAIL025,,přednáška,06.02.2024,1. Ročník,Informatika - Umělá inteligence,"Zajímavý předmět, člověk se dozví hodně z oblasti. Možná by obsahu šlo trochu přidat. Například nejnovější poznatky apod."
NAIL025,,přednáška,16.01.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Zajímavý náhled na řešení mnoha různých problémů (ať už optimalizační, nebo NP-těžké)."
NAIL107,"RNDr. František Mráz, CSc.",cvičení,18.06.2024,1. Ročník,Bioinformatika,"Ocenil byl lepší dochvilost, vyučující pravidelně chodil pozdě."
NAIL107,"RNDr. František Mráz, CSc.",přednáška,18.06.2025,1. Ročník,Informatika - Umělá inteligence,Vstřícný a ochotný vyučující který navíc dokáže věci dobře vysvětlit.
NAIL107,"RNDr. František Mráz, CSc.",přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"Professor Mraz is one of the best teachers I have had the pleasure of studying under. He is encouraging and puts great effort and care into answering questions and explaining complex ideas. He has the student's perspective, who sees those complex ideas for the first time. This allows him to foresee the student's potential troubles in understanding those ideas. Often, he stays after class to answer questions. He knows how to make his lectures interesting and insert fun facts here and there. He also engages the students during the lectures, prompting us to think through the story he tries to tell through his lectures."
NAIL107,"RNDr. František Mráz, CSc.",přednáška,18.06.2024,1. Ročník,Bioinformatika,"Ocenil bych větší dochvilost, protože zřídkakdy jste přišel na přednášku včas. Co se týče zkoušky, zdála se mi zaujatá proti bioinformatikům, kterým jste pokládál více otázek než ostatním studentům."
NAIL107,,cvičení,18.06.2024,1. Ročník,Bioinformatika,"Cvičení je koncipováno jako procházení jupyter notebooků a doplňování chybějících částí kódu. Na prvním cvičení bylo řečeno, že budou zadávány domácí úlohy a online test. Nakonec se testy nekonali žádné a domácí úloha byla pouze jedna."
NAIL107,,přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"The course puts ample emphasis on applying machine learning to consequential BioInformatics tasks, from detecting disease to detecting the gene-level impairment leading to that disease and then some. I think the course strikes the right balance of application and theory. It gets into the nitty gritty of solving various ML tasks that can also be extrapolated to non-bioinformatics problems. As a CS student, I was introduced to how we apply computational techniques to BioInformatics without any previous knowledge of BioInformatics. The complexity of the BioInformatics concepts was apt enough for me to understand the extent to which ML applies to them."
NAIL107,,přednáška,18.06.2024,1. Ročník,Bioinformatika,"Upřímně nevím pro koho je tento předmět určený. Pro lidi, kteří už machine learning na MFF absolvovali je většina kurzu pouze opakováním. Naopak pro lidi, kteří machine learning neovládají jsou přednášky naprosto nesrozumitelné. Slajdy se zbytečnými vzorečky bych nahradil obrázky a intuitivním vysvětlením algoritmů, určitě by to bylo přínosnější a v hlavě vydrželo i po skončení kurzu."
NDBI023,"RNDr. František Mráz, CSc.",cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Vede cvičení praktickým způsobem, člověk se nenudí a vyzkouší si látku."
NDBI023,"RNDr. František Mráz, CSc.",cvičení,30.05.2025,1. ročník,Informatika - Umělá inteligence,"Na cvičeních jsem se naučil spoustu věcí, i když jsem to nečekal. Cvičící vysvětluje všechny kroky a je moc přátelský."
NDBI023,"RNDr. František Mráz, CSc.",cvičení,13.06.2023,1. ročník,Informatika - Umělá inteligence,Cvičenia s Pánom Doktorom boli veľmi príjemné a interaktívne. Možnosť ísť prezentovať svoje riešenie pred ostatnými a diskutovať ho bolo veľmi prínosné.
NDBI023,"doc. RNDr. Iveta Mrázová, CSc.",přednáška,30.05.2025,1. ročník,Informatika - Umělá inteligence,Učivo bylo vysvětlené skvěle a přednášky byly docela zábavné.
NDBI023,,cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Cvičení procvičují látku na přednášce, jsou velice praktická. Projekt na vlastní téma moc nemusím (hlavně vymýšlení tématu), ale ujde."
NDBI023,,cvičení,30.05.2025,1. ročník,Informatika - Umělá inteligence,"Obsah vycházel přímo z přednášky. Byl sice trochu nesynchronizovaný, ale jsem rád, že jsem si mohl látku prakticky procvičit."
NDBI023,,přednáška,07.09.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Předmět dobře představuje základní metody data miningu. Přednášky mají trochu pomalejší tempo, takže ne vždy tolik zaujaly, nicméně obsahovaly užitečné informace. Zkouška je v příjemné atmosféře a adekvátní obtížnosti, jen zabere kvůli dvěma částem dost času. O něco těžší byl průběžný test, který se vyplatí nepodcenit a naučit se i vzorečky a výpočty (je těžší než testy na doma v Moodlu). Oceňuji dobře nastavený systém práce v průběhu semestru."
NDBI023,,přednáška,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Sice ne úplně obtížná témata, která se objevují i v dalších přednáškách, ale zato jsou použitelná v praxi."
NDBI023,,přednáška,30.05.2025,1. ročník,Informatika - Umělá inteligence,"bsah předmětu byl velmi zajímavý. Některé části byly příliš stručné a chyběly jim podrobné ukázky, ale jinak to bylo skvělé."
NAIL116,"RNDr. František Mráz, CSc.",cvičení,09.02.2025,1. ročník,Informatika - Umělá inteligence,Velmi nápomocný a vřele hodnotí domácí úloh a projkty
NAIL116,"doc. RNDr. Iveta Mrázová, CSc.",cvičení,09.02.2025,1. ročník,Informatika - Umělá inteligence,Velmi nápomocná
NAIL116,,cvičení,09.02.2025,1. ročník,Informatika - Umělá inteligence,Hezky zaobaluje principy jak chápat sociální sítě a vztahy jejich účastníků .
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,10.09.2025,2. ročník,Computer Science - Artificial Intelligence,"The most amazing professor, teaches incredibly well, helps as much as he can, taking this course makes me want to learn more from this professor"
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,,,,"- Na všechny otázky odpovídá mile a snaží se vždy jít k jejímu jádru, které poté vysvětlí. - Otázky odměňuje čokoládou nebo zeleninou (dává na výběr). - Nemá problém posunout deadline úkolu, pokud si člověk zažádá s důvodem. - Dobře a rychle radí s chybami v úkolech, když už nevíte jak dál. - Všeobecně velmi vstřícný ke studentům."
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,,,,Na cvičeních se probírají výsledky domácích úloh a soutěží a vysvětlují se zadání nových. Formát i obsah super.
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Zcela zodpoví libovolný dotaz. Cvičení připravuje naprosto bravůrně, neukazuje jen „řešení“, ale vše, co se dalo zkusit a jak to dopadlo."
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,04.06.2025,1. ročník,Computer Science - Artificial Intelligence,"amazing teacher, 11/10 again"
NPFL138,"RNDr. Milan Straka, Ph.D.",cvičení,,,,"Jeden z nejlepších učitelů, co jsem zatím na VŠ potkal, asi nemám moc co dodat."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,11.09.2025,4. Ročník,Informatika,"Very cheerful, nice and friendly :)"
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,10.09.2025,2. ročník,Computer Science - Artificial Intelligence,"Amazing professor, absolutely loved the teaching and the course organization!"
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,24.08.2025,1. Ročník,Informatika - Umělá inteligence,"Hrozně chytrý a neustále nakažlivě nadšený vyučující, co umí moc hezky a srozumitelně vysvětlit i pokročilou látku. Je schopný si po přednášce ještě 2 hodiny povídat o různých tématech, na které se chcete zeptat, a pak se ještě omlouvat, že vás zdržuje :D Moc doporučuju, být na jeho přednáškách je zážitek!"
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,,,,"- Energický a zajímavý přednes látky u kterého se snad nedá nudit. - Na všechny otázky odpovídá mile a snaží se vždy jít k jejímu jádru, které poté vysvětlí. - Otázky odměňuje čokoládou nebo zeleninou (dává na výběr). - Nemá problém posunout deadline úkolu, pokud si člověk zažádá s důvodem. - Dobře a rychle radí s chybami v úkolech, když už nevíte jak dál. - Všeobecně velmi vstřícný ke studentům."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,,,,"Sláva kurzů Milana Straky dávno přerostla hranice akademické sféry - potkala jsem v byznysu nemálo lidí, kteří na něj buď chodili, dívají se na přednášky na webu, znají někoho, kdo tam chodil, anebo o něm alespoň slyšeli vyprávět. Přednáška je naprosto fantasticky postavená, jak odborně, tak didakticky. Vše probírané si prakticky vyzkoušíte na domácích úkolech a soutěžích - to sice zabere hodně času, ale každá investovaná minuta navíc vede k lepšímu pochopení celé věci, takže se to rozhodně vyplatí. Úlohy jsou skvěle vybrané a připravené - šablony návodné a datasety poskládané tak akorát, aby se model dal v rozumném čase natrénovat, ale už něco zajímavého dělal. Kromě struktury se na úspěchu kurzu velkou měrou podílí i energie a pedagogické schopnosti přednášejícího - dokáže formalismus (vzorečky) obalit přesně správnou mírou motivace, aby bylo dobře pochopitelné, co a jak právě dělá. Vše na sebe logicky navazuje a témata dohromady tvoří kompaktní smysluplný celek. Slidy obsahují mnoho názorných ukázek výstupů probíraných algoritmů. Je to celé i trochu show v tom nejlepším slova smyslu, takže na přednášce určitě neusnete. To, co se naučíte, je přímo využitelné v reálných datových projektech. Velmi doporučuji."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,05.06.2025,2. Ročník,Informatika - Umělá inteligence,Na přednáškách z něho přímo čiší (pozitivní) energie a nadšení do tématu. Zcela zodpoví libovolný dotaz. Přednášky udržuje aktuální (i když jsou na rychle se měnící téma jako AI).
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,04.06.2025,1. Ročník,Computer Science - Artificial Intelligence,"11/10 professor, he is simply amazing and soo passionate about his teaching. Always helpful for whatever question you may have."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,,,,"Velice empaticky k potrebam studentu a je videt,ze jej vyuka bavi"
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,15.09.2024,2. Ročník,Informatika - Umělá inteligence,Jedna z najlepsich prednasok na MFF.
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,28.06.2024,1. ročník,Matematika pro informační technologie,"The tempo of the course is quite fast and some of the problems are challenging and time consuming(mostly in the end of the semester). It is possible to do this course with other 4-5 courses, but they must be super easy without additional work during the semester"
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"Professor Straka is exceptionally intelligent. He is a menacing combination of strong theoretical foundations and impressive practical skills. His work ethic is admirable; he offers consultation time after his 2-3 hour lectures and often spends the entire day helping students. He is also very active on our student communication channel, Piazza. Although I don't encourage staying up late, he has often reviewed my pull requests at midnight or later, reflecting his relentless dedication. As a lecturer, he is engaging and animated, encouraging questions and weaving a narrative through his lectures. Although he can sometimes move too quickly, this is likely due to the extensive content he must cover in a limited time. Personally, I learn best through the repetition of new concepts and an intuition-focused approach, which then fuels a deeper dive into the formulas. The course structure could potentially benefit from incorporating more of this approach within the constraints of time and content. It's been a pleasure and an honor to be Professor Straka's student."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,14.06.2024,2. ročník,"Algebra, teorie čísel a matematická logika","Amazing lecturer, I cannot image the time spent on the preparation of both the lectures and the practicals."
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,04.06.2024,4. ročník,Informatika,Milan Straka je bůh!
NPFL138,"RNDr. Milan Straka, Ph.D.",přednáška,29.05.2024,3. Ročník,Informatika,"Milan Straka je bezpochyby nejvíce inspirativním pedagogem, se kterým jsem se ve svém celém životě setkal. Ať už jsem měl jakýkoliv problém vždy mi dokázal pomoct a i po několika hodinách konzultací s jinými studenty pořád přistupoval k problému s neutuchajícím nadšením a energií. Zároveň je opravdovou kapacitou ve svém oboru, stíhá sledovat vývoj ve strojovém učení, takže to co se učíme je opravdu aktuální a přímo použitelné v praxi. Chtěl bych Vám tímto ještě jednou poděkovat za Vaši práci a přínos, který to pro nás má. Děkuji Vám!"
NPFL138,,cvičení,,,,"- Ze začátku se na cvičeních spíš dovysvětluje látka z přednášky. Později se prochází předešlé úkoly, ke kterým dává rady na vyřešení a k soutěžním úkolům po 1.deadlinu i návod na splnění základní baseline."
NPFL138,,cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Úkoly (= „příklady na cvičení“) jsou skvěle připravené, člověk se na nich naučí důležité části přednášky."
NPFL138,,cvičení,04.06.2025,1. ročník,Computer Science - Artificial Intelligence,really interesting and good
NPFL138,,cvičení,,,,"Osobně jediné, co mě štvalo, byly chvíle, kdy se v domácích úkolech muselo použít něco hodně speciálního a horko těžko zdokumentováno, a nebyli jsme před tím dostatečně varováni - add_tokens() v reading comprehension, detach v ganech a mnohé další - na těchto blbostech se propálilo zbytečně moc času a ano, k naučení je třeba si něco protrpět, tyhle věci mi ale konkrétně přišly zbytečné. Pokud se bude další semestry kompilovat, tak se to nezlepší."
NPFL138,,cvičení,14.06.2024,2. ročník,"Algebra, teorie čísel a matematická logika","Even though the problems (and especially the competitions) were often times highly non-trivial and took a substantial amount of time, I think that nothing else would have helped me to understand the material that well. Most importantly, all the tasks were accompanied by rather detailed templates with a lot of commentaries, and so at no point I felt totally lost. Finally, the lecturer and additional instructors were always there to help with some particular problems."
NPFL138,,přednáška,11.09.2025,4. Ročník,Informatika,"Awesome, very practical, useful, hard and rewarding course. You spend hours but get a lot of knowledge in the end. I would comment this as ""The more you sweat in peace, the less you bleed in war"" type of course"
NPFL138,,přednáška,10.09.2025,2. ročník,Computer Science - Artificial Intelligence,"Amazing course, 100% recommend for anyone interested in the field!"
NPFL138,,přednáška,24.08.2025,1. Ročník,Informatika - Umělá inteligence,"Naprosto suprový předmět! Obsah se mění tak, aby byl pořád co nejvíc aktuální. Na organizaci je vidět enormní úsilí za tím, takhle pečlivě připravený předmět jsem ještě neměl. Cením, že je možné si předmět přizpůsobit podle toho, kolik času na něj člověk má. Doporučuju si vyhradit víc času a plnit všechny úlohy, i když to je pak náročnější než 8 kreditů."
NPFL138,,přednáška,,,,"-Zprvu celkem náročnější předmět na pochopení, ale po naučení základů se v něm postupuje již jednodušeji. -Také je náročnější se na začátku vyznat ve všech nových pojmech, pokud se s nimi předtím člověk nesetkal. -Všeobecně zajímavý předmět, který zabředává do všech různých nejužívanějších postupů a praktik machine learningu. -Některé úkoly bývají dost časově náročné. -Dlouhý formát přednášek dokáže být ke konci trochu ubíjející a hůř se soustředí (ze všech jsou ale záznamy)."
NPFL138,,přednáška,10.06.2025,1. Ročník,Bioinformatika a výpočetní biologie,"Předmět byl skvělý, obzváště úkoly a soutěže byly velmi přínosné a zároveň zábavné."
NPFL138,,přednáška,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Skvělá přednáška. Druhá ze dvou nejlepších přednášek na MFF UK. U spousty ostatních přednášek si člověk říká, jestli nemohl využít čas lépe a dané téma se naučit sám (ať už z poznámek nebo ze zrychlených záznamů). Zde ne, přednáška je přímo nabitá zajímavými znalostmi!"
NPFL138,,přednáška,04.06.2025,1. Ročník,Computer Science - Artificial Intelligence,"amazing course, I loved it, very useful in practice, I learned a lot here"
NPFL138,,přednáška,,,,"Nejlepsi predmet, ktery jsem na MFF absolvoval"
NPFL138,,přednáška,28.06.2024,3. Ročník,Matematické a počítačové modelování ve fyzice,"Myslím, že moc povedený ale docela náročný předmět. Během jednoho semestru se projdou všechny základní nejdůležitější architektury neuronových sítí. Pan doktor Straka je skvělý, energetický učitel. Před tabulí někdy doslova skáče a může působit trochu jako blázen, ale určitě se mu daří studentům předat nadšení. Předmět je časově hodně náročný. Připravte se na to, že to bude ta hlavní věc, co budete během semestru dělat, ale myslím, že to za to stojí. Na některém úkolů můžete být zasekly i několik dnů. Moc oceňuji Strakovu ochotu pomáhat a odpovídat na otázky na piazze. Dvakrát jsem za ním přišel po hodině s notebookem a asi půl hodiny se se mnou koukal do kódu a pomohl mi najit chybu."
NPFL138,,přednáška,28.06.2024,1. ročník,Matematika pro informační technologie,"This course is a masterpiece. Professor Milan Straka and his team are doing great job especially in helping other students with their bugs and errors. I would say that this course was bit easier for me than machine learning, because you don't do as much manual coding."
NPFL138,,přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"""The structure and preparation behind delivering the course are admirable, comparable to the Harvard CS50 course, though without the high production value. The course covers state-of-the-art, cutting-edge, current research work and traces the evolution of this research. Personally, I found the course content overwhelming to manage on my own. I couldn't fully take advantage of everything the course offers in just one semester. However, the course design supports success through teamwork and bonus points. Despite this, I would have preferred more time to fully digest the material. To provide some context, my total workload this semester was equivalent to about nine 5-credit courses. I believe students with lighter course loads could benefit more from this course. If the course were split into two parts over two semesters, I might have gained more from it. Additionally, this could allow for more credits, which is something students feel the course deserves. That said, the course is absolutely stellar, up-to-date, and highly practice-oriented."
NPFL138,,přednáška,14.06.2024,2. ročník,"Algebra, teorie čísel a matematická logika","Possibly the best lecture/seminar I have ever encountered while studying at MFF. The presentation covers both the theory and the practical part more than sufficiently. And most importantly, it all is up-to-date, which is pretty unbelievable taking into account the rate at which the area is currently developing. I highly recommend this subject to anyone interested in deep learning, the amount of knowledge gained after is simply astounding."
NPFL138,,přednáška,04.06.2024,4. ročník,Informatika,"Úžasný předmět, člověk se toho tunu naučí!"
NPFL138,,přednáška,29.05.2024,3. Ročník,Informatika,"Původně jsem chtěl napsat, že se tento předmět řadí mezi nejlepší předměty na Matfyzu, ale to bych mu křivdil. V mých očích je to s odstupem absolutní jednička na Matfyzu. Jeho obrovský přesah dokazuje fakt, že jsem se s informacemi z něj setkal v mnoha dalších předmětech a naučil jsem se v něm o umělé inteligenci víc než ve všech ostatních předmětech dohromady. Opravdu nevím, co bych na tomto předmětu zlepšil – díky Milanovi Strakovi je to dokonalost sama o sobě."
NPFL139,"RNDr. Milan Straka, Ph.D.",cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Zcela zodpoví libovolný dotaz. Cvičení připravuje naprosto bravůrně, neukazuje jen „řešení“, ale vše, co se dalo zkusit a jak to dopadlo."
NPFL139,"RNDr. Milan Straka, Ph.D.",cvičení,14.09.2024,3. Ročník,Informatika - Umělá inteligence,"Milan Straka is an amazing teacher—very enthusiastic and always willing to answer questions and offer support with assignments. In terms of teaching quality, he far surpassed what I thought was possible. Personally, taking his classes had a profound effect on me. I would not be the same person I am today had I not met him."
NPFL139,"RNDr. Milan Straka, Ph.D.",přednáška,05.06.2025,2. Ročník,Informatika - Umělá inteligence,Na přednáškách z něho přímo čiší (pozitivní) energie a nadšení do tématu. Zcela zodpoví libovolný dotaz. Přednášky udržuje aktuální (i když jsou na rychle se měnící téma jako AI).
NPFL139,"RNDr. Milan Straka, Ph.D.",přednáška,28.06.2024,4. ročník,Informatika,"Velmi příjemný, snaživý a vstřícný vyučuijící. Pokud se můžete zapsat na jakýkoliv jeho předmět, vřele doporučuji. :)"
NPFL139,,cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Úkoly (= „příklady na cvičení“) jsou skvěle připravené, člověk se na nich naučí důležité části přednášky."
NPFL139,,cvičení,14.09.2024,3. Ročník,Informatika - Umělá inteligence,"As expected, this was a highly rewarding class. The material was up-to-date and taught with great explanations and demonstrations. The assignments and competitions were really rewarding and resulted in great and practical understanding, while also being very enjoyable. I also really appreciate how everything is taught in the context of research, with references to research papers and showing their results. This way of teaching really let me understand what we are learning in relation to current research progress. Overall, this class significantly elevated my knowledge and abilities and is my favorite class so far."
NPFL139,,přednáška,25.08.2025,1. Ročník,Informatika - Umělá inteligence,Jeden z nejlepších předmětů během studia
NPFL139,,přednáška,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"Skvělá přednáška. Jedna ze dvou nejlepších přednášek na MFF UK. U spousty ostatních přednášek si člověk říká, jestli nemohl využít čas lépe a dané téma se naučit sám (ať už z poznámek nebo ze zrychlených záznamů). Zde ne, přednáška je přímo nabitá zajímavými znalostmi!"
NPFL139,,přednáška,,,,"Předmět je udělán skvěle. Jeden z nejlepších, které jsem kdy měl. Jelikož je to první běh předmětu s 8 kredity, přibyly nějaké věci, nějaké věci se nestihly, ale pan Straka vždy reagoval vstřícně, flexibilně. Jediné, co by mě napadlo, že by šlo zlepšit je dodělat úlohy k tématům jako Rainbow a jiným věcem, které jsou nové a jejich výklad byl poměrně dost abstraktní. Ale to bylo v plánu, akorát se to nestihlo. Celkově by prostě bylo fajn mít alespoň jednu úlohu ke každé přednášce."
NPFL139,,přednáška,28.06.2024,4. ročník,Informatika,Podle mého předmět velice krásně popisuje problematiku zpětnovazebného učení a dovoluje si fyzicky osahat i implementační detaily konkrétních algoritmů. Skvělý a výborně vyučovaný předmět. :)
NMAI073,"Mgr. Václav Rozhoň, Ph.D.",přednáška,15.02.2026,3. Ročník,Informatika,Mily ucitel lubi sa mi jeho zapal pre vysvetlovanie intuitivnym sposobom ale tempo strasne pomale. Dobre sa mi s nim hadalo na ustnej. Cenim si vsetky vizualizacie a programceky o ktore sme boli obohateni.
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",cvičení,18.02.2024,3. Ročník,Informatika,Pan Šámal je velmi dobrý a trpělivý cvičící. Věnuje se opravdu všem a má nachystané hezké úlohy. Jsem s jeho cvičeními velmi spokojen.
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",cvičení,17.02.2024,3. ročník,Informatika,"Cvičení byla vedena vcelku dobře. Jediné co vázlo, bylo opravování úkolů. Pan Šámal měl na opravování úkolů výpomoc, kterým byl Gaurav Sunil Kucheriya, ale s ním se rychlost opravování nezměnila."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,08.02.2026,3. ročník,Informatika,"Na prvé počutie mi počas prednášok viackrát prišlo, že neviem, k akej téme sa viažu príklady (výklad mi miestami prišiel trocha chaotický). Na druhej strane, čo mi uniklo počas prednášky, jednoducho doplnili dostupné nahrávky."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,15.02.2025,3. Ročník,Informatika,"Docent Šámal je výborný vyučující, škoda jen poněkud nesystematického psaní na tabuli, které občas trochu komplikovalo moje porozumění tématu. Je skvělé, že často ukazuje praktická využití jednotlivých poznatků. Formát zkoušky mi rovněž velmi vyhovuje."
