kod,vyucujici,role,obdobi,odpovedelo,zapsano,srozumitelnost,usporadanost,zajimavost,vztah_ke_studentum,kvalita_materialu,korektnost,obtiznost,znalosti_studentu,ucast,priprava,kazen,rec,literatura,celkove_predmet,celkove_vyucujici,otazka19
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",přednáška,2017 / zimní,5,27,,,,,,,,,,,,,,"1,40",,
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",přednáška,2018 / zimní,5,26,,,,,,,,,,,,,,"2,20",,
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",cvičení,2019 / zimní,5,33,,,,,,,,,,,,,,,,
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",přednáška,2017 / zimní,5,27,,,,,,,,,,,,,,,,
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",přednáška,2018 / zimní,5,26,,,,,,,,,,,,,,,,
NPFL103,"doc. RNDr. Pavel Pecina, Ph.D.",přednáška,2019 / zimní,5,33,,,,,,,,,,,,,,,,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2009 / letní,5,28,"1,80","2,80","1,20","1,00","2,20","1,60","1,60","2,00",,,,,,,,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2011 / letní,6,23,"1,50","1,83","1,17","1,17","1,50","2,00","1,83","2,00",,,,,,,,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2013 / letní,9,20,"1,44","1,89","1,56","1,00","1,67","3,00","2,11","2,11",,,,,"2,22",,,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2014 / letní,10,25,"1,22","2,00","1,50","1,11","1,90",,"2,67","2,67",,,,,"2,33",,,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2015 / letní,5,23,,,,,,,,,,,,,,"1,20",,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2017 / letní,6,25,,,,,,,,,,,,,,"1,50",,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2018 / letní,7,45,,,,,,,,,,,,,,"1,14",,
NAIL086,"Mgr. Roman Neruda, CSc.",přednáška,2019 / letní,10,41,,,,,,,,,,,,,,"1,30",,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2013 / letní,12,20,"1,50","1,67","1,58","1,00","1,92","2,00","2,00","1,92",,,,,"2,17",,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2014 / letní,9,25,"1,89","2,00","1,56","1,22","2,11",,"2,33","2,44",,,,,"3,75",,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / letní,5,23,,,,,,,,,,,,,,"1,00",,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2017 / letní,8,25,,,,,,,,,,,,,,"1,38",,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2018 / letní,8,45,,,,,,,,,,,,,,"1,25",,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2019 / letní,8,41,,,,,,,,,,,,,,"1,00",,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / letní,5,23,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2017 / letní,8,25,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2018 / letní,8,45,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2019 / letní,8,41,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2015 / letní,5,23,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2017 / letní,7,25,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2018 / letní,7,45,,,,,,,,,,,,,,,,
NAIL086,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2019 / letní,10,41,,,,,,,,,,,,,,,,
NMSA331,"prof. RNDr. Jiří Anděl, DrSc.",přednáška,2012 / zimní,7,41,"1,71","2,71","1,57","1,57","1,86","2,17","3,43","2,17",,,,,,,,
NMSA331,"prof. RNDr. Jiří Anděl, DrSc.",přednáška,2013 / zimní,19,41,"2,37","3,00","1,58","1,32","2,26",,"3,06","3,00",,,,,,,,
NMSA331,"prof. RNDr. Jiří Anděl, DrSc.",přednáška,2014 / zimní,20,33,"2,05","2,35","1,75","1,30","2,20","2,00","2,95","2,30",,,,,"1,65",,,
NMSA331,"doc. RNDr. Daniel Hlubinka, Ph.D.",cvičení,2013 / zimní,13,41,"2,23","2,23","2,00","1,62","2,15",,"3,31","2,92",,,,,,,,
NMSA331,"doc. RNDr. Daniel Hlubinka, Ph.D.",cvičení,2014 / zimní,15,33,"1,47","1,57","1,53","1,20","1,40","1,00","3,14","2,31",,,,,"1,33",,,
NMSA331,"doc. RNDr. Daniel Hlubinka, Ph.D.",cvičení,2015 / zimní,11,29,,,,,,,,,,,,,,"2,64",,
NMSA331,"doc. RNDr. Šárka Hudecová, Ph.D.",cvičení,2017 / zimní,8,33,,,,,,,,,,,,,,"1,25",,
NMSA331,"doc. RNDr. Šárka Hudecová, Ph.D.",cvičení,2018 / zimní,15,35,,,,,,,,,,,,,,"1,00",,
NMSA331,"doc. RNDr. Šárka Hudecová, Ph.D.",cvičení,2019 / zimní,5,32,,,,,,,,,,,,,,"1,40",,
NMSA331,"doc. RNDr. Šárka Hudecová, Ph.D.",cvičení,2020 / zimní,8,39,,,,,,,,,,,,,,"1,38",,
NMSA331,"doc. RNDr. Šárka Hudecová, Ph.D.",cvičení,2021 / zimní,5,40,,,,,,,,,,,,,,"1,00",,
NMSA331,"prof. RNDr. Arnošt Komárek, Ph.D.",přednáška,2022 / zimní,9,30,,,,,,,,,,,,,,"1,33",,
NMSA331,"doc. Mgr. Michal Kulich, Ph.D.",přednáška,2015 / zimní,16,29,,,,,,,,,,,,,,"1,63",,
NMSA331,"doc. Mgr. Michal Kulich, Ph.D.",přednáška,2016 / zimní,16,35,,,,,,,,,,,,,,"1,94",,
NMSA331,"doc. Mgr. Stanislav Nagy, Ph.D.",cvičení,2018 / zimní,5,35,,,,,,,,,,,,,,"1,00",,
NMSA331,"doc. Mgr. Stanislav Nagy, Ph.D.",cvičení,2019 / zimní,10,32,,,,,,,,,,,,,,"1,70",,
NMSA331,"doc. Mgr. Stanislav Nagy, Ph.D.",cvičení,2020 / zimní,10,39,,,,,,,,,,,,,,"1,30",,
NMSA331,"doc. Mgr. Stanislav Nagy, Ph.D.",cvičení,2021 / zimní,7,40,,,,,,,,,,,,,,"1,57",,
NMSA331,"doc. Mgr. Stanislav Nagy, Ph.D.",cvičení,2022 / zimní,8,30,,,,,,,,,,,,,,"1,25",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2013 / zimní,12,41,"1,58","1,42","1,67","1,25","1,42",,"3,45","3,00",,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2014 / zimní,10,33,"1,30","1,50","1,60","1,30","1,30","1,00","2,90","2,30",,,,,"1,80",,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2015 / zimní,7,29,,,,,,,,,,,,,,"2,00",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2016 / zimní,15,35,,,,,,,,,,,,,,"1,60",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2017 / zimní,11,33,,,,,,,,,,,,,,"1,82",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2018 / zimní,20,35,,,,,,,,,,,,,,"1,15",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2019 / zimní,17,32,,,,,,,,,,,,,,"1,41",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2020 / zimní,17,39,,,,,,,,,,,,,,"1,24",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2021 / zimní,12,40,,,,,,,,,,,,,,"1,00",,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2015 / zimní,18,29,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2016 / zimní,15,35,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2017 / zimní,11,33,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2018 / zimní,20,35,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2019 / zimní,15,32,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2020 / zimní,17,39,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2021 / zimní,12,40,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2022 / zimní,9,30,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",cvičení,2025 / zimní,5,30,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2015 / zimní,16,29,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2016 / zimní,16,35,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2017 / zimní,11,33,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2018 / zimní,20,35,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2019 / zimní,17,32,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2020 / zimní,17,39,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2021 / zimní,13,40,,,,,,,,,,,,,,,,
NMSA331,"doc. Ing. Marek Omelka, Ph.D.",přednáška,2022 / zimní,9,30,,,,,,,,,,,,,,,,
NPGR035,,cvičení,2022 / zimní,5,49,,,,,,,,,,,,,,"1,20",,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2024 / zimní,5,44,,,,,,,,,,,,,,"1,20",,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2025 / zimní,6,40,,,,,,,,,,,,,,"1,00",,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,2022 / zimní,5,49,,,,,,,,,,,,,,,,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,2025 / zimní,5,40,,,,,,,,,,,,,,,,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2022 / zimní,5,49,,,,,,,,,,,,,,,,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2024 / zimní,5,44,,,,,,,,,,,,,,,,
NPGR035,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2025 / zimní,6,40,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2003 / zimní,7,31,"2,71","2,57","2,57","2,57","2,71","2,71","2,57","3,14","3,57","2,57","2,71","2,43",,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2005 / zimní,5,36,"1,40","1,40","1,20","1,20","1,60","2,00","2,50","2,33",,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2009 / zimní,5,17,"1,00","1,20","1,00","1,20","1,00","1,25","3,25","1,25",,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2013 / zimní,23,40,"1,43","1,35","1,13","1,35","1,43",,"3,45","2,45",,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2015 / zimní,10,30,,,,,,,,,,,,,,"1,30",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2016 / zimní,7,36,,,,,,,,,,,,,,"1,57",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2017 / zimní,6,39,,,,,,,,,,,,,,"1,33",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2018 / zimní,9,43,,,,,,,,,,,,,,"1,56",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2019 / zimní,7,15,,,,,,,,,,,,,,"1,14",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2020 / zimní,8,26,,,,,,,,,,,,,,"3,13",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2022 / zimní,5,50,,,,,,,,,,,,,,"1,20",,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2015 / zimní,12,30,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2016 / zimní,7,36,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2017 / zimní,6,39,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2018 / zimní,10,43,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2019 / zimní,8,15,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2020 / zimní,8,26,,,,,,,,,,,,,,,,
NPGR002,"prof. Ing. Jan Flusser, DrSc.",přednáška,2022 / zimní,6,50,,,,,,,,,,,,,,,,
NAIL065,"RNDr. František Mráz, CSc.",cvičení,2013 / letní,9,12,"1,89","2,11","1,89","1,67","2,11",,"2,56","2,44",,,,,"2,33",,,
NAIL065,"RNDr. František Mráz, CSc.",cvičení,2014 / letní,6,15,"1,33","2,33","1,67","1,17","1,83",,"2,33","2,67",,,,,"2,17",,,
NAIL065,"RNDr. František Mráz, CSc.",cvičení,2015 / letní,6,25,,,,,,,,,,,,,,"2,00",,
NAIL065,"RNDr. František Mráz, CSc.",přednáška,2013 / letní,5,12,"1,20","1,40","1,60","1,60","2,00",,"2,40","2,25",,,,,"2,00",,,
NAIL065,"RNDr. František Mráz, CSc.",přednáška,2014 / letní,5,15,"1,60","1,20","1,40","1,80","2,00",,"2,60","2,60",,,,,"2,20",,,
NAIL065,"RNDr. František Mráz, CSc.",přednáška,2015 / letní,6,25,,,,,,,,,,,,,,"2,00",,
NAIL065,"RNDr. František Mráz, CSc.",cvičení,2015 / letní,7,25,,,,,,,,,,,,,,,,
NAIL065,"RNDr. František Mráz, CSc.",přednáška,2015 / letní,7,25,,,,,,,,,,,,,,,,
NMAI061,"doc. RNDr. Zdeněk Hlávka, Ph.D.",cvičení,2013 / letní,12,19,"2,33","2,08","2,33","1,92","2,25","1,00","3,18","2,80",,,,,"2,42",,,
NMAI061,"doc. RNDr. Zdeněk Hlávka, Ph.D.",přednáška,2007 / letní,23,123,"2,17","1,91","2,57","1,48","1,96","1,68","2,62","2,62",,,,,,,,
NMAI061,"doc. RNDr. Zdeněk Hlávka, Ph.D.",přednáška,2008 / letní,6,52,"1,83","1,67","1,83","1,50","1,83","1,80","2,20","1,80",,,,,,,,
NMAI061,"doc. RNDr. Zdeněk Hlávka, Ph.D.",přednáška,2011 / letní,5,23,"2,40","2,40","2,40","1,80","2,60","1,75","2,80","2,80",,,,,,,,
NMAI061,"doc. RNDr. Zdeněk Hlávka, Ph.D.",přednáška,2013 / letní,13,19,"2,31","1,92","2,15","1,85","2,33","1,00","3,25","2,58",,,,,"2,31",,,
NAIL109,"Mgr. Roman Neruda, CSc.",cvičení,2015 / zimní,8,22,,,,,,,,,,,,,,"1,38",,
NAIL109,"Mgr. Roman Neruda, CSc.",cvičení,2025 / zimní,5,46,,,,,,,,,,,,,,"1,00",,
NAIL109,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / zimní,8,22,,,,,,,,,,,,,,"1,13",,
NAIL109,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2025 / zimní,5,46,,,,,,,,,,,,,,"1,00",,
NAIL109,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / zimní,8,22,,,,,,,,,,,,,,,,
NAIL109,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2025 / zimní,5,46,,,,,,,,,,,,,,,,
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,2024 / letní,6,52,,,,,,,,,,,,,,"1,17",,
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,2024 / letní,6,52,,,,,,,,,,,,,,,,
NPFL097,"RNDr. David Mareček, Ph.D.",cvičení,2014 / zimní,5,6,"2,60","2,40","2,00","1,80","2,20",,"3,00","2,00",,,,,"2,25",,,
NPFL097,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",cvičení,2014 / zimní,5,6,"1,80","2,00","1,80","1,80","1,80",,"3,00","2,00",,,,,"2,25",,,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2013 / letní,14,22,"1,46","2,07","1,64","1,36","1,79","2,00","2,21","2,00",,,,,"2,43",,,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2014 / letní,10,15,"1,50","1,90","1,30","1,00","1,50",,"2,33","2,40",,,,,"2,00",,,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2015 / letní,6,21,,,,,,,,,,,,,,"1,67",,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2017 / letní,8,40,,,,,,,,,,,,,,"1,38",,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2018 / letní,8,45,,,,,,,,,,,,,,"1,13",,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2019 / letní,5,38,,,,,,,,,,,,,,"1,20",,
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,2022 / letní,5,35,,,,,,,,,,,,,,"1,60",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2013 / letní,19,22,"1,58","1,84","1,32","1,26","1,68","1,00","2,68","2,37",,,,,"1,53",,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2014 / letní,10,15,"1,40","1,40","1,20","1,00","1,30",,"2,60","2,00",,,,,"1,40",,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / letní,6,21,,,,,,,,,,,,,,"1,33",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2017 / letní,8,40,,,,,,,,,,,,,,"1,50",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2018 / letní,8,45,,,,,,,,,,,,,,"1,25",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2019 / letní,5,38,,,,,,,,,,,,,,"1,00",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2022 / letní,5,35,,,,,,,,,,,,,,"1,20",,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2015 / letní,6,21,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2017 / letní,8,40,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2018 / letní,8,45,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2019 / letní,5,38,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,2022 / letní,5,35,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2015 / letní,6,21,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2017 / letní,8,40,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2018 / letní,8,45,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2019 / letní,5,38,,,,,,,,,,,,,,,,
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",přednáška,2022 / letní,6,35,,,,,,,,,,,,,,,,
NPGR036,,cvičení,2021 / letní,6,36,,,,,,,,,,,,,,"2,17",,
NPGR036,,cvičení,2024 / letní,6,84,,,,,,,,,,,,,,"1,50",,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,2021 / letní,6,36,,,,,,,,,,,,,,"2,50",,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2021 / letní,6,36,,,,,,,,,,,,,,"1,67",,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2024 / letní,10,84,,,,,,,,,,,,,,"1,80",,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,2021 / letní,7,36,,,,,,,,,,,,,,,,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,2024 / letní,9,84,,,,,,,,,,,,,,,,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2021 / letní,7,36,,,,,,,,,,,,,,,,
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,2024 / letní,10,84,,,,,,,,,,,,,,,,
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",přednáška,2024 / zimní,5,51,,,,,,,,,,,,,,"1,00",,
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",přednáška,2024 / zimní,5,51,,,,,,,,,,,,,,,,
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2014 / zimní,5,6,"1,40","1,60","1,60","1,40","1,80",,"2,40","2,00",,,,,"2,75",,,
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2019 / zimní,6,21,,,,,,,,,,,,,,"1,00",,
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2023 / zimní,8,21,,,,,,,,,,,,,,"1,13",,
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2024 / zimní,5,22,,,,,,,,,,,,,,"1,00",,
NAIL004,"doc. RNDr. Pavel Surynek, Ph.D.",cvičení,2014 / zimní,5,6,"2,00","1,40","1,40","1,20","1,80",,"2,20","2,25",,,,,"3,00",,,
NAIL004,"doc. RNDr. Pavel Surynek, Ph.D.",cvičení,2019 / zimní,6,21,,,,,,,,,,,,,,,,
NAIL004,"doc. RNDr. Pavel Surynek, Ph.D.",cvičení,2023 / zimní,8,21,,,,,,,,,,,,,,,,
NAIL004,"doc. RNDr. Pavel Surynek, Ph.D.",cvičení,2024 / zimní,5,22,,,,,,,,,,,,,,,,
NAIL052,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2013 / letní,6,11,"1,17","1,67","1,17","1,00","1,33",,"3,67","2,00",,,,,"1,67",,,
NAIL052,"prof. RNDr. Roman Barták, Ph.D.",cvičení,2014 / letní,6,6,"1,33","1,00","1,50","1,00","1,17",,"1,83","2,17",,,,,"1,33",,,
NAIL052,"doc. RNDr. Pavel Surynek, Ph.D.",cvičení,2013 / letní,6,11,"1,17","1,67","1,17","1,17","1,33",,"3,67","2,00",,,,,"1,67",,,
NPFL104,"prof. RNDr. Ondřej Bojar, Ph.D.",cvičení,2015 / letní,7,17,,,,,,,,,,,,,,"2,00",,
NPFL104,"prof. RNDr. Ondřej Bojar, Ph.D.",cvičení,2017 / letní,6,25,,,,,,,,,,,,,,"1,83",,
NPFL104,"prof. RNDr. Ondřej Bojar, Ph.D.",přednáška,2017 / letní,7,25,,,,,,,,,,,,,,"1,43",,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",cvičení,2015 / letní,7,17,,,,,,,,,,,,,,"1,71",,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",cvičení,2017 / letní,6,25,,,,,,,,,,,,,,"2,50",,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",přednáška,2017 / letní,7,25,,,,,,,,,,,,,,"2,14",,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",cvičení,2015 / letní,7,17,,,,,,,,,,,,,,,,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",cvičení,2017 / letní,6,25,,,,,,,,,,,,,,,,
NPFL104,"prof. Ing. Zdeněk Žabokrtský, Ph.D.",přednáška,2017 / letní,7,25,,,,,,,,,,,,,,,,
NAIL087,"Mgr. Ján Antolík, Ph.D.",cvičení,2020 / zimní,6,25,,,,,,,,,,,,,,"1,17",,
NAIL087,"Mgr. Ján Antolík, Ph.D.",přednáška,2020 / zimní,6,25,,,,,,,,,,,,,,"1,00",,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",cvičení,2013 / zimní,8,17,"2,25","2,13","2,13","1,38","2,00",,"3,00","3,00",,,,,,,,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",cvičení,2015 / zimní,10,24,,,,,,,,,,,,,,"1,50",,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",cvičení,2018 / zimní,8,41,,,,,,,,,,,,,,"1,88",,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2010 / zimní,5,37,"1,60","1,40","1,00","1,40","1,00","1,60","2,50","1,75",,,,,,,,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2011 / zimní,7,29,"1,43","2,00","1,57","1,57","1,86","1,86","2,43","2,29",,,,,,,,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2013 / zimní,10,17,"1,80","1,90","1,10","1,20","1,40",,"3,20","2,30",,,,,,,,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2014 / zimní,6,20,"1,50","1,67","1,33","1,33","1,67","1,00","2,60","1,83",,,,,"2,00",,,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2015 / zimní,11,24,,,,,,,,,,,,,,"1,45",,
NAIL087,"doc. Mgr. Cyril Brom, Ph.D.",přednáška,2018 / zimní,11,41,,,,,,,,,,,,,,"1,64",,
NAIL087,"Mgr. et Mgr. Filip Děchtěrenko, Ph.D.",cvičení,2014 / zimní,6,20,"3,33","2,67","2,40","1,67","2,67","1,00","2,83","2,60",,,,,"2,33",,,
NAIL087,"Mgr. et Mgr. Filip Děchtěrenko, Ph.D.",cvičení,2020 / zimní,6,25,,,,,,,,,,,,,,"1,50",,
NAIL087,"Mgr. et Mgr. Filip Děchtěrenko, Ph.D.",přednáška,2020 / zimní,6,25,,,,,,,,,,,,,,"1,83",,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2010 / zimní,5,37,"1,00","1,80","1,20","1,00","1,00","1,60","2,00","1,75",,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2013 / zimní,10,17,"1,30","1,33","1,50","1,00","1,50",,"2,30","2,67",,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2014 / zimní,6,20,"1,67","1,83","1,67","1,33","1,67","2,00","2,67","2,67",,,,,"2,67",,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2015 / zimní,10,24,,,,,,,,,,,,,,"1,60",,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2018 / zimní,11,41,,,,,,,,,,,,,,"1,18",,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2020 / zimní,6,25,,,,,,,,,,,,,,"1,67",,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",cvičení,2015 / zimní,10,24,,,,,,,,,,,,,,,,
